,Role,Date,Seniority,Salary,Company
8036,Team Leader,2018-01-14,11,23300,טבע
8037,Software Engineer,2018-01-14,11,31000,אפל
8038,Python Programmer,2018-01-14,0,6000,קמינריו
8039,Team Leader,2018-01-14,7,13000,גרופ שטראוס
8040,.NET,2018-01-14,0,18000,בולט
8041,Cyber Security,2018-01-14,1,18000,צ'קפוינט
8042,Cyber Security,2018-01-14,5,20000,"צה""ל"
8043,Sysadmin Windows,2018-01-14,0,10000,מוביל 019
8044,Java Programmer,2018-01-11,2,18000,סרווטרוניקס
8045,Software Engineer,2018-01-11,3,21000,אלגוטק
8046,C Programmer,2018-01-11,0,13000,קונטרופ
8047,C# Programmer,2018-01-11,11,45000,מיקרוסופט
8048,Web Programmer,2018-01-11,4,18000,המשפטים משרד
8049,Web Programmer,2018-01-11,0,7500,ריסטרט
8050,.NET,2018-01-11,0,4500,מטריקס
8051,Algorithms Developer,2018-01-11,1,15000,פיש לאקי
8052,Database Administrator,2018-01-08,2,17000,מטריקס
8053,Web Programmer,2018-01-08,0,7000,פנדור דלתות
8054,Web Programmer,2018-01-08,2,17000,וובי
8055,Web Programmer,2018-01-08,0,8000,קודקס
8056,Java Programmer,2018-01-08,1,14000,סאפיאנס
8057,Sysadmin Windows,2018-01-08,2,8000,מטריקס
8058,Software Engineer,2018-01-08,1,16000,אמדוקס
8059,Java Programmer,2018-01-08,5,19000,טלמסג'
8060,C# Programmer,2018-01-08,0,8000,Ksp
8061,C# Programmer,2018-01-07,6,20000,אסטיאה
8062,C# Programmer,2018-01-07,1,18000,נייס
8063,Software Engineer,2018-01-07,11,30000,מוטורולה
8064,Software Engineer,2018-01-07,0,10000,אינפינטי
8065,Software Engineer,2018-01-07,4,27000,מלאנוקס
8066,Software Engineer,2018-01-07,1,15000,גיזמוקס
8067,Software Student,2018-01-07,0,6000,סימנס
8068,Software Engineer,2018-01-07,0,15000,CodeValue
8069,Software Engineer,2018-01-07,3,20000,צ'קפוינט
8070,Java Programmer,2018-01-07,0,15000,צ'קפוינט
8071,PHP,2018-01-07,2,20000,ריסטרט
8072,Team Leader,2018-01-07,11,33000,סורס איירון
8073,Team Leader,2018-01-07,3,12000,אינדקס פירסט
8074,C# Programmer,2018-01-07,2,14000,קוויקוד
8075,Web Programmer,2018-01-05,0,8000,"שב""ס"
8076,.NET,2018-01-05,5,7500,טכנולוגיות סי אקס די
8077,C Programmer,2018-01-05,2,24000,טראקס
8078,Java Programmer,2018-01-05,2,18000,צ'קפוינט
8079,Software Student,2018-01-05,0,8000,אינטל
8080,Software Student,2018-01-05,0,13000,מערכות אלביט
8081,C# Programmer,2018-01-05,0,7500,סי.אס גליל
8082,Software Engineer,2018-01-05,0,16000,סנדיסק
8083,C# Programmer,2018-01-04,1,17000,סיסטמס מדיקל פיליפס
8084,Team Leader,2018-01-04,2,12000,הבריאות משרד
8085,Java Programmer,2018-01-04,11,28000,קונטיניויטי
8086,Web Programmer,2018-01-03,7,27000,ג'ייב
8087,C# Programmer,2018-01-03,11,26000,אן.סי.אר
8088,Team Leader,2018-01-03,0,11000,גרופ שטראוס
8089,Web Programmer,2018-01-02,4,18000,מערכות אלעד
8090,Software Engineer,2018-01-02,3,20000,אינטל
8091,Java Programmer,2018-01-02,6,15000,אמדוקס
8092,Cyber Security,2018-01-02,10,14500,סלקום
8093,Java Programmer,2018-01-01,1,18500,קנשו
8094,Web Programmer,2018-01-01,3,12500,נייאקס
8095,C# Programmer,2018-01-01,5,21000,מערכות אלביט
8096,Java Programmer,2018-01-01,2,22000,אינטואיט
8097,Java Programmer,2018-01-01,2,8500,מלם-תים
8098,Software Engineer,2018-01-01,2,23000,קמטק
8099,Software Engineer,2018-01-01,5,24500,ג'יפרוג
8100,.NET,2018-01-01,7,13500,ישראל משטרת
8101,C# Programmer,2018-01-01,6,30000,מיקרוסופט
8102,Python Programmer,2018-01-01,3,25000,מלאנוקס
8103,C# Programmer,2017-12-31,0,4800,מטריקס
8104,Software Engineer,2017-12-31,2,18000,אינטל
8105,Cyber Security,2017-12-31,0,8500,מחשבים תקשורת בינת
8106,Software Student,2017-12-31,0,6500,מערכות אלביט
8107,C Programmer,2017-12-31,0,13000,אינטל
8108,Web Programmer,2017-12-31,3,24000,ויה
8109,C# Programmer,2017-12-31,2,22000,אי יו לוגו
8110,C# Programmer,2017-12-31,10,23000,ישראל ביו-ראד
8111,Database Administrator,2017-12-31,11,25000,אמדוקס
8112,Web Programmer,2017-12-31,1,12000,מלם-תים
8113,Software Engineer,2017-12-31,7,25500,נייס
8114,Software Engineer,2017-12-31,5,29000,רשתות F5
8115,Sysadmin Windows,2017-12-31,4,22000,איטורו
8116,Team Leader,2017-12-31,7,35000,אן.סי.אר
8117,Sysadmin Windows,2017-12-28,5,15000,הפועלים בנק
8118,Software Engineer,2017-12-28,11,30000,מערכות אלביט
8119,C Programmer,2017-12-28,5,20000,סנדיסק
8120,Software Engineer,2017-12-28,0,20000,רפאל
8121,Software Engineer,2017-12-28,0,15500,מוטורולה
8122,C Programmer,2017-12-28,2,12000,סינטקמדיה
8123,Team Leader,2017-12-27,11,34000,סנדיסק
8124,C# Programmer,2017-12-27,3,23700,טנכור קלא
8125,C# Programmer,2017-12-27,5,17000,dbMotion
8126,Cyber Security,2017-12-27,0,7000,צ'קפוינט
8127,Linux,2017-12-27,10,28000,מלאנוקס
8128,Software Engineer,2017-12-27,1,15000,מוטורולה
8129,Software Engineer,2017-12-27,11,29000,טראיאנה
8130,DevOps,2017-12-27,2,13500,באקאנד
8131,Web Programmer,2017-12-26,2,14000,וואלה!
8132,C# Programmer,2017-12-26,3,25000,Mythings
8133,Team Leader,2017-12-26,10,31000,סנדיסק
8134,Software Engineer,2017-12-26,11,29000,רפאל
8135,C# Programmer,2017-12-26,3,10000,אווירית תעשייה
8136,Team Leader,2017-12-26,11,34000,HPE מרקורי
8137,Team Leader,2017-12-26,4,27000,צ'קפוינט
8138,Cyber Security,2017-12-26,3,12000,גוריון בן אוניברסיטת
8139,Software Engineer,2017-12-25,0,7000,סי.אס גליל
8140,Software Engineer,2017-12-25,4,25000,אינטל
8141,Java Programmer,2017-12-25,0,9000,ורינט
8142,Java Programmer,2017-12-25,3,15000,EMC
8143,C Programmer,2017-12-25,0,5500,גלובל מטריקס
8144,C# Programmer,2017-12-25,5,20000,סלע
8145,Java Programmer,2017-12-25,0,16000,צ'קפוינט
8146,.NET,2017-12-24,3,27000,זאפ קבוצת
8147,Software Engineer,2017-12-24,11,30000,מערכות אלביט
8148,Software Engineer,2017-12-24,0,9000,אינטל
8149,C Programmer,2017-12-24,1,8200,סינטקמדיה
8150,Algorithms Developer,2017-12-24,4,48000,מטומי
8151,Team Leader,2017-12-24,8,30000,ורינט
8152,Software Engineer,2017-12-24,7,26000,אינטל
8153,Web Programmer,2017-12-24,5,22000,מגדל
8154,Software Engineer,2017-12-24,2,22000,האט רד
8155,Software Student,2017-12-24,0,3000,אמינולאב
8156,Software Student,2017-12-24,0,10000,סמסונג
8157,Java Programmer,2017-12-24,2,9000,עסקי יעוץ אביב
8158,Web Programmer,2017-12-24,5,25500,אינטלג'נס נטורל
8159,Web Programmer,2017-12-24,0,15000,טאבולה
8160,Team Leader,2017-12-24,10,30000,לייביו
8161,Team Leader,2017-12-21,11,30000,אלגוסק
8162,Team Leader,2017-12-21,0,7500,הכלכלה משרד
8163,Team Leader,2017-12-21,5,11000,טבע
8164,Software Student,2017-12-21,0,7000,HPE מרקורי
8165,Software Student,2017-12-21,0,6000,סמנג'
8166,C Programmer,2017-12-21,10,22000,מוטורולה
8167,C# Programmer,2017-12-21,6,25000,ישראל דיגיטל טלפוניקה
8168,Software Engineer,2017-12-21,0,19000,יבמ
8169,Cyber Security,2017-12-21,4,27000,סולושנס סייברביט
8170,Mobile Programmer,2017-12-20,0,6300,אפסילון
8171,C# Programmer,2017-12-20,1,16000,אינטל
8172,Cyber Security,2017-12-20,1,5773,רזאל
8173,Team Leader,2017-12-20,5,33000,טי. אנד איי.טי.
8174,Java Programmer,2017-12-20,0,14500,אמדוקס
8175,Web Programmer,2017-12-20,2,11500,קומפאי
8176,Software Engineer,2017-12-20,11,22000,החינוך משרד
8177,C# Programmer,2017-12-20,1,16000,טכנולוגיות טק קורן
8178,C# Programmer,2017-12-20,5,25000,פיוניר
8179,C# Programmer,2017-12-20,11,23000,נס
8180,Software Engineer,2017-12-20,11,16000,מטריקס
8181,Software Engineer,2017-12-20,11,30000,סנדיסק
8182,Software Engineer,2017-12-20,0,18500,רפאל
8183,Mobile Programmer,2017-12-20,8,32000,ריפורטי
8184,Software Engineer,2017-12-19,7,20000,אלישרא
8185,Sysadmin Windows,2017-12-19,8,21000,טבע
8186,Cyber Security,2017-12-19,0,9000,דואית
8187,Cyber Security,2017-12-19,1,7000,אינטל
8188,Software Student,2017-12-19,0,6500,צ'קפוינט
8189,Java Programmer,2017-12-19,3,25000,אמדוקס
8190,Web Programmer,2017-12-19,0,18000,אינטל
8191,Team Leader,2017-12-19,4,25500,Airspan
8192,Web Programmer,2017-12-19,6,30000,הדעת עת
8193,Java Programmer,2017-12-19,0,4500,מטריקס
8194,Java Programmer,2017-12-19,1,8000,מערכות אלעד
8195,Mobile Programmer,2017-12-19,4,24000,יבמ
8196,Team Leader,2017-12-18,2,13000,אינדיגו HP
8197,C# Programmer,2017-12-18,4,17000,ביזאבו
8198,Software Engineer,2017-12-17,11,27000,הבינלאומי בנק
8199,Software Student,2017-12-17,1,6000,מערכות אלביט
8200,Software Student,2017-12-17,0,5000,מערכות אלביט
8201,Software Student,2017-12-17,0,15000,נייס
8202,Software Engineer,2017-12-17,8,27000,סוניגו
8203,Java Programmer,2017-12-17,3,22000,לומיניס
8204,C Programmer,2017-12-17,0,17500,אודיוקודס
8205,Web Programmer,2017-12-17,2,12000,CodeValue
8206,C# Programmer,2017-12-17,0,18000,הממשלה ראש משרד
8207,DevOps,2017-12-17,5,23000,אמדוקס
8208,C Programmer,2017-12-17,2,20000,אי.די.אס
8209,Cyber Security,2017-12-17,4,32000,רדוור
8210,Java Programmer,2017-12-17,3,12500,מערכות רון קורן
8211,Team Leader,2017-12-17,6,13000,נס
8212,Team Leader,2017-12-14,11,29000,מערכות אלביט
8213,C Programmer,2017-12-14,5,27000,יבמ
8214,C# Programmer,2017-12-14,1,18000,צ'קפוינט
8215,Java Programmer,2017-12-14,2,15000,אקספון
8216,Web Programmer,2017-12-14,8,24000,888
8217,Web Programmer,2017-12-14,6,15000,אל קיו אס גרין
8218,Software Engineer,2017-12-14,11,25000,אמדוקס
8219,Software Engineer,2017-12-14,5,8000,"צה""ל"
8220,DevOps,2017-12-14,3,20000,סאפ
8221,PHP,2017-12-13,4,12000,סלקום
8222,Sysadmin Windows,2017-12-13,1,8000,מחשבים תקשורת בינת
8223,Software Engineer,2017-12-13,7,20000,אווירית תעשייה
8224,Software Engineer,2017-12-13,11,15000,מערכות תעש
8225,Algorithms Developer,2017-12-13,6,30000,רד
8226,Algorithms Developer,2017-12-13,3,27000,אפל
8227,Software Engineer,2017-12-13,3,20000,פייפל
8228,Cyber Security,2017-12-12,0,3000,נס
8229,Web Programmer,2017-12-12,3,14000,רילקומרס
8230,Software Engineer,2017-12-12,4,22000,טכנולוגיות טק קורן
8231,PHP,2017-12-12,3,12000,טלדור
8232,Software Engineer,2017-12-12,11,25000,מפרולייט
8233,Java Programmer,2017-12-11,10,26000,בי.אם.סי
8234,Software Engineer,2017-12-11,5,11000,בי.אם.סי
8235,Software Engineer,2017-12-11,2,20000,אינטל
8236,Team Leader,2017-12-11,3,8500,מילים
8237,.NET,2017-12-11,4,6750,טריבייס
8238,Database Administrator,2017-12-11,9,22000,טכנולוגיות אדוונטק
8239,C# Programmer,2017-12-11,2,21000,סיווה
8240,DevOps,2017-12-11,1,13400,אמדוקס
8241,Mobile Programmer,2017-12-11,0,20000,קוויקוד
8242,Sysadmin Windows,2017-12-11,6,18000,בינלאומי בזק
8243,Software Student,2017-12-11,0,12000,מארוול
8244,C# Programmer,2017-12-11,10,24000,טי וי אי
8245,C# Programmer,2017-12-11,0,6500,מערכות אלגומה
8246,Web Programmer,2017-12-11,1,10000,כאל ויזה
8247,Web Programmer,2017-12-11,2,15000,סימילרווב
8248,C Programmer,2017-12-11,11,35000,יבמ - טראסטיר
8249,Algorithms Developer,2017-12-11,4,20000,פיזיקס קונסיומר
8250,Algorithms Developer,2017-12-11,0,20000,אמדוקס
8251,C# Programmer,2017-12-11,8,25000,ורינט
8252,Java Programmer,2017-12-11,10,29000,EMC
8253,Linux,2017-12-11,3,16000,סנדיסק
8254,Cyber Security,2017-12-11,6,10000,אינטל
8255,Web Programmer,2017-12-11,1,17000,סורס איירון
8256,PHP,2017-12-11,4,30000,מיקרוסופט
8257,Java Programmer,2017-12-11,10,28000,פירמיטס
8258,Web Programmer,2017-12-11,5,28000,סיסטמס אימג' טופ
8259,Software Engineer,2017-12-09,5,22000,סיסקו
8260,C Programmer,2017-12-09,0,14000,אינטל
8261,Mobile Programmer,2017-12-09,1,10000,מטריקס
8262,Software Engineer,2017-12-09,3,24000,טליט
8263,Software Engineer,2017-12-09,3,23500,אינטל
8264,Java Programmer,2017-12-09,11,26000,אודיוקודס
8265,Database Administrator,2017-12-09,1,5400,גלובל מטריקס
8266,Software Engineer,2017-12-09,6,22000,סיסקו
8267,Mobile Programmer,2017-12-07,10,28000,סיסקו
8268,C Programmer,2017-12-07,3,17000,אינפינידט
8269,Software Engineer,2017-12-07,0,19500,מלאנוקס
8270,Web Programmer,2017-12-07,1,16500,אינוביד
8271,Software Engineer,2017-12-07,11,35000,קוויקסי
8272,Java Programmer,2017-12-07,2,16000,טי. אנד איי.טי.
8273,Java Programmer,2017-12-07,8,18000,אנטריפוינט
8274,Java Programmer,2017-12-07,3,18000,צ'קפוינט
8275,Java Programmer,2017-12-07,0,5100,סינטקמדיה
8276,Software Engineer,2017-12-07,4,32000,פלייבז
8277,C# Programmer,2017-12-07,5,18000,אלספק
8278,C# Programmer,2017-12-07,4,14500,סקייל גיים
8279,.NET,2017-12-07,0,5800,סינטקמדיה
8280,Web Programmer,2017-12-07,3,24000,מייהריטאג'
8281,.NET,2017-12-07,6,26000,ורוניס
8282,C Programmer,2017-12-07,0,5100,סינטקמדיה
8283,Web Programmer,2017-12-07,3,22750,אינוביד
8284,Web Programmer,2017-12-07,8,30000,טויגה
8285,Python Programmer,2017-12-07,8,28000,נטוורקס סימנס נוקיה
8286,DevOps,2017-12-07,2,25000,רדוור
8287,Cyber Security,2017-12-07,1,35000,אימפרבה
8288,.NET,2017-12-07,6,29000,גיגיה
8289,Web Programmer,2017-12-06,0,12000,"בע""מ דיגיטל זיקית"
8290,.NET,2017-12-06,3,19000,ניאוגיימס
8291,Team Leader,2017-12-06,3,15000,ורינט
8292,Software Engineer,2017-12-06,3,18000,אינטל
8293,Mobile Programmer,2017-12-06,0,10000,סופט אנג'י
8294,Software Engineer,2017-12-06,4,19000,קמטק
8295,Software Student,2017-12-04,0,10000,מלאנוקס
8296,Web Programmer,2017-12-04,0,11000,רד
8297,Web Programmer,2017-12-04,1,10000,ספקטורי
8298,C# Programmer,2017-12-04,2,17000,טכנולוגיות אדוונטק
8299,C# Programmer,2017-12-04,0,5000,גוריון בן אוניברסיטת
8300,Algorithms Developer,2017-12-04,1,14000,ראיה טכנולוגיות מובילאיי
8301,Linux,2017-12-04,3,44000,הוט
8302,C Programmer,2017-12-04,1,17000,צ'קפוינט
8303,C Programmer,2017-12-04,0,10000,אינטל
8304,Cyber Security,2017-12-04,4,13000,מטריקס
8305,Sysadmin Windows,2017-12-02,2,8000,טכנולוגיות בול קיו
8306,Team Leader,2017-12-02,7,12250,כצט
8307,Software Engineer,2017-12-02,10,32000,לייבפרסון
8308,Web Programmer,2017-12-02,0,13500,פורס סלס
8309,Web Programmer,2017-12-02,2,10500,אפ סטארט
8310,C# Programmer,2017-12-02,3,15000,חייקין סומך
8311,Software Engineer,2017-12-02,11,30000,סיסקו
8312,Software Engineer,2017-12-02,4,17000,אמדוקס
8313,Team Leader,2017-12-02,11,25000,חייקין סומך
8314,Team Leader,2017-12-02,10,33000,אלגוטק
8315,Team Leader,2017-12-02,6,11000,איי.אי.ג׳י
8316,Software Engineer,2017-12-02,5,26000,אלגוטק
8317,Software Engineer,2017-12-02,5,29000,אינטל
8318,DevOps,2017-12-02,4,18000,ECI
8319,Software Engineer,2017-12-02,6,30000,רשתות F5
8320,.NET,2017-12-02,4,15000,נס
8321,C# Programmer,2017-12-02,0,7000,אינטל
8322,Software Engineer,2017-12-01,8,30000,ברודקום
8323,Database Administrator,2017-12-01,4,19000,נוגמי
8324,Java Programmer,2017-12-01,11,25000,ולוסטרטה
8325,C Programmer,2017-12-01,5,10000,סינאל
8326,Team Leader,2017-11-30,6,26000,סנדיסק
8327,C Programmer,2017-11-30,2,6500,סינטקמדיה
8328,Web Programmer,2017-11-30,4,17000,הבריאות משרד
8329,Web Programmer,2017-11-30,2,10000,מטריקס
8330,Python Programmer,2017-11-30,2,25000,רדיפלו
8331,Software Engineer,2017-11-30,0,19000,מלאנוקס
8332,Software Engineer,2017-11-30,0,10000,אקספריס
8333,.NET,2017-11-30,6,21000,התעופה שדות רשות
8334,Team Leader,2017-11-30,11,31000,סולושנס סייברביט
8335,Cyber Security,2017-11-30,3,8000,"צה""ל"
8336,DevOps,2017-11-30,4,21000,האט רד
8337,Java Programmer,2017-11-30,3,27000,ישיר ביטוח
8338,Java Programmer,2017-11-30,1,20000,סיטיבנק
8339,Java Programmer,2017-11-29,10,29000,סיסטמס מדיקל פיליפס
8340,Software Engineer,2017-11-29,6,15000,"צה""ל"
8341,Software Student,2017-11-29,0,4200,HPE מרקורי
8342,Cyber Security,2017-11-29,4,15000,אמ פי אמ
8343,Cyber Security,2017-11-29,5,15000,אמ פי אמ
8344,Team Leader,2017-11-29,8,19000,גיגיה
8345,Software Engineer,2017-11-29,3,17000,סיסקו
8346,Java Programmer,2017-11-29,7,16500,הפועלים בנק
8347,Java Programmer,2017-11-29,1,20000,ECI
8348,Software Engineer,2017-11-29,3,15000,מיקרוסופט
8349,Software Engineer,2017-11-28,1,16500,אמדוקס
8350,Web Programmer,2017-11-28,0,8000,Qualitest
8351,Java Programmer,2017-11-28,2,24000,חופשית מחשבה
8352,Team Leader,2017-11-28,11,35000,אינדיגו HP
8353,Software Student,2017-11-28,0,6400,קנשו
8354,Software Engineer,2017-11-28,5,25000,אינטל
8355,Software Engineer,2017-11-28,8,35000,אקאמאי
8356,C# Programmer,2017-11-28,11,26600,ימאג'סט
8357,Mobile Programmer,2017-11-28,6,21500,סיטיבנק
8358,C# Programmer,2017-11-28,1,17000,אינטל
8359,C# Programmer,2017-11-28,11,28000,אינדיגו HP
8360,.NET,2017-11-28,9,19000,הבריאות משרד
8361,Software Student,2017-11-27,0,7000,מלאנוקס
8362,Team Leader,2017-11-27,5,12000,ביופארמצבטיקה אינסייט
8363,DevOps,2017-11-27,2,11000,אינטל
8364,Cyber Security,2017-11-27,2,6000,"צה""ל"
8365,Software Engineer,2017-11-27,11,21000,זורה
8366,Software Student,2017-11-27,0,14000,מטיריאלס אפלייד
8367,Web Programmer,2017-11-27,1,9000,פנסיונית מסלקה
8368,Web Programmer,2017-11-27,2,20000,דיימנשנס קליק
8369,C# Programmer,2017-11-27,4,23000,ישראל סירס
8370,Team Leader,2017-11-26,4,18000,מבטחים מנורה
8371,.NET,2017-11-26,2,20000,אל או אי
8372,Mobile Programmer,2017-11-26,1,15000,גטר קבוצת
8373,Team Leader,2017-11-26,5,12000,מבטחים מנורה
8374,Mobile Programmer,2017-11-26,3,28000,פלייטיקה
8375,DevOps,2017-11-26,2,5500,"צה""ל"
8376,Sysadmin Windows,2017-11-26,2,8000,צ'קפוינט
8377,Software Student,2017-11-26,0,4000,אווירית תעשייה
8378,C Programmer,2017-11-26,0,20000,סנדיסק
8379,C Programmer,2017-11-26,4,22000,סולושינס טופ
