,Role,Date,Seniority,Salary,Company
5201,Database Administrator,2019-01-13,2,16000,סאפ
5202,Software Engineer,2019-01-13,5,24000,אודיוקודס
5203,C# Programmer,2019-01-12,5,33000,מיקרוסופט
5204,Software Student,2019-01-12,0,4800,אינטל
5205,Software Engineer,2019-01-12,11,32000,רילקומרס
5206,C# Programmer,2019-01-12,0,12000,סיסמופ
5207,Web Programmer,2019-01-12,3,20000,דש. מיטב
5208,Mobile Programmer,2019-01-12,3,10000,ביו-נקסוס
5209,C# Programmer,2019-01-09,6,29000,סייברארק
5210,Team Leader,2019-01-09,3,10000,"צה""ל"
5211,Algorithms Developer,2019-01-09,5,26000,סרווטרוניקס
5212,Team Leader,2019-01-09,2,33500,אמדוקס
5213,C# Programmer,2019-01-09,0,10000,MES
5214,Mobile Programmer,2019-01-09,3,15000,אואזיס קוד
5215,Team Leader,2019-01-09,3,10000,פרטנר
5216,Database Administrator,2019-01-09,5,12000,תיירות שירותי ד.ד.
5217,Team Leader,2019-01-08,3,7000,סמייל 012
5218,C# Programmer,2019-01-08,3,17000,מטריקס
5219,C# Programmer,2019-01-08,2,21000,אמדוקס
5220,Python Programmer,2019-01-08,5,26000,מטריקס
5221,Java Programmer,2019-01-08,2,20000,ספיאנס
5222,Sysadmin Windows,2019-01-08,5,15000,פרטנר
5223,Database Administrator,2019-01-07,7,25000,אלגוטק
5224,C# Programmer,2019-01-07,4,15000,פרודוור
5225,Web Programmer,2019-01-07,1,18000,נייס
5226,Java Programmer,2019-01-07,5,34000,רשתות F5
5227,Software Student,2019-01-07,0,9000,נטוורקס אלטו פאלו
5228,Team Leader,2019-01-07,9,13000,מ.ג.ע.ר
5229,Java Programmer,2019-01-07,4,18000,מגדל
5230,C# Programmer,2019-01-05,0,7000,מטריקס
5231,Java Programmer,2019-01-05,4,12500,גלובל מטריקס
5232,C Programmer,2019-01-05,3,20000,פינגנום
5233,Software Engineer,2019-01-05,2,26000,Airspan
5234,C# Programmer,2019-01-05,4,18000,וובסטר ביוסנס
5235,C Programmer,2019-01-05,0,18000,זרטו
5236,Web Programmer,2019-01-05,2,10000,מרקטינג טק
5237,Sysadmin Windows,2019-01-05,2,10500,הפועלים בנק
5238,Java Programmer,2019-01-05,0,20000,ארניקס
5239,Python Programmer,2019-01-05,1,8000,סופטוויר גליל
5240,Web Programmer,2019-01-05,6,27000,גיימאפקטיב
5241,Linux,2019-01-05,0,10000,דיגיטל מדליה
5242,Software Engineer,2019-01-04,2,16000,מטריקס
5243,Software Engineer,2019-01-04,11,25000,מערכות אלביט
5244,Java Programmer,2019-01-04,0,5000,גלובל מטריקס
5245,C Programmer,2019-01-04,2,25000,סייברארק
5246,C# Programmer,2019-01-04,1,18000,קובוובס
5247,.NET,2019-01-04,10,25000,גרפיקס מנטור
5248,Software Engineer,2019-01-04,3,18500,נטוורקינג אופטיקל אדווה
5249,DevOps,2019-01-01,4,22000,סמארט סימפלי
5250,Java Programmer,2019-01-01,3,24000,צ'קפוינט
5251,Web Programmer,2019-01-01,0,16000,ליבריס אקס
5252,Software Engineer,2019-01-01,11,31000,דיגיטל ווסטרן
5253,Mobile Programmer,2019-01-01,11,34000,אפ סטארט
5254,Software Student,2019-01-01,0,6000,טנכור קלא
5255,Software Engineer,2019-01-01,3,20000,צ'קפוינט
5256,Software Engineer,2018-12-31,3,24941,אינטל
5257,Web Programmer,2018-12-31,0,15000,אפליקאסטר
5258,.NET,2018-12-31,4,20000,ישראל משטרת
5259,Algorithms Developer,2018-12-31,3,8000,סנסוריטי
5260,Mobile Programmer,2018-12-31,0,8000,קודאו
5261,Web Programmer,2018-12-31,4,25500,נאו סרויס
5262,Sysadmin Windows,2018-12-31,4,22000,אפ נט
5263,.NET,2018-12-31,0,12000,צ'קמרקס
5264,Software Engineer,2018-12-31,11,31000,טי. אנד איי.טי.
5265,Python Programmer,2018-12-31,0,20000,פארקם
5266,.NET,2018-12-31,0,10000,אינפינטי
5267,Java Programmer,2018-12-31,0,20000,P.T.C
5268,Team Leader,2018-12-31,6,25000,013 נטוויז'ן
5269,Java Programmer,2018-12-31,10,15000,מסחר יישומי פנדה
5270,Software Engineer,2018-12-31,10,25000,קודאק
5271,C Programmer,2018-12-30,4,8000,סינטקמדיה
5272,DevOps,2018-12-30,2,16000,ספוטאופשן
5273,C# Programmer,2018-12-30,4,28000,Qualitest
5274,Java Programmer,2018-12-30,5,27000,נייס
5275,Sysadmin Windows,2018-12-30,5,11500,נטלי
5276,Mobile Programmer,2018-12-30,4,23000,17 גי טי
5277,Java Programmer,2018-12-30,11,36000,לייבפרסון
5278,Team Leader,2018-12-30,10,26500,הייטק פתרונות
5279,C Programmer,2018-12-30,4,30000,סאפיאנס
5280,Software Engineer,2018-12-30,7,30000,אססיאר
5281,Database Administrator,2018-12-30,1,8500,סאפ
5282,C# Programmer,2018-12-30,2,18000,נס
5283,C Programmer,2018-12-30,0,10000,אינפינטי
5284,.NET,2018-12-30,1,15000,רפאל
5285,Team Leader,2018-12-30,9,13000,ברינקס
5286,Algorithms Developer,2018-12-30,3,12500,אופיסופט
5287,Database Administrator,2018-12-27,2,8500,סאפ
5288,Team Leader,2018-12-27,4,20000,סומוטו
5289,C Programmer,2018-12-27,1,17000,טונסהאב
5290,Database Administrator,2018-12-27,5,23000,dbMotion
5291,Web Programmer,2018-12-27,0,15000,סמארטי
5292,Python Programmer,2018-12-26,7,30000,אודיאנס וואן
5293,Python Programmer,2018-12-26,2,23000,טי אנד טי אי
5294,C Programmer,2018-12-26,2,17500,צ'קפוינט
5295,Java Programmer,2018-12-26,2,12000,נס
5296,Software Engineer,2018-12-26,11,25000,מערכות אלביט
5297,Software Engineer,2018-12-25,9,28000,סיזמק
5298,.NET,2018-12-25,10,27000,דיגיטל קורנית
5299,Software Engineer,2018-12-25,8,26000,רדוור
5300,Python Programmer,2018-12-25,4,26500,אב ספארקס
5301,.NET,2018-12-25,0,10000,מטריקס
5302,DevOps,2018-12-25,0,5000,צ'קפוינט
5303,Web Programmer,2018-12-25,0,10000,מטריקס
5304,Team Leader,2018-12-25,2,10000,כרמון כלנית
5305,Software Engineer,2018-12-25,3,23000,מובייל זוז
5306,Software Engineer,2018-12-24,0,20000,נייס
5307,Software Engineer,2018-12-24,3,28000,אלגוטק
5308,Java Programmer,2018-12-24,11,22400,אקטימייז נייס
5309,Web Programmer,2018-12-24,3,5000,פלוס אתרים
5310,C Programmer,2018-12-24,3,30000,Trustwave
5311,DevOps,2018-12-24,3,22000,IT לוגיקה
5312,C# Programmer,2018-12-24,5,11000,אקסיומה
5313,Software Engineer,2018-12-23,8,24000,וובסטר ביוסנס
5314,Sysadmin Windows,2018-12-23,1,10000,כימיקלים דור
5315,Java Programmer,2018-12-23,2,5100,מטריקס
5316,DevOps,2018-12-23,5,25000,אולקלאוד
5317,.NET,2018-12-23,9,20000,מלם-תים
5318,C# Programmer,2018-12-23,1,17000,רואד גרין
5319,Web Programmer,2018-12-23,0,5000,ריקונגייט
5320,Software Engineer,2018-12-23,1,23000,טולונה
5321,Python Programmer,2018-12-23,4,8000,"צה""ל"
5322,C# Programmer,2018-12-23,5,20000,ASI
5323,Java Programmer,2018-12-23,6,22000,ליבריס אקס
5324,DevOps,2018-12-23,3,14000,גלובל מטריקס
5325,Database Administrator,2018-12-23,5,25000,טווינגו
5326,DevOps,2018-12-23,3,27500,פורספוינט
5327,C# Programmer,2018-12-23,0,7000,ראיה טכנולוגיות מובילאיי
5328,.NET,2018-12-23,2,15000,זאפ קבוצת
5329,Software Student,2018-12-23,0,5500,אורבוטק
5330,Team Leader,2018-12-23,8,24500,מבניר
5331,C Programmer,2018-12-23,0,15000,צ'קפוינט
5332,C Programmer,2018-12-23,2,16000,רפאל
5333,.NET,2018-12-19,2,10000,נס
5334,Cyber Security,2018-12-19,0,9000,אינטל
5335,Cyber Security,2018-12-19,2,9500,מלאנוקס
5336,Software Student,2018-12-19,0,6000,סמנג'
5337,DevOps,2018-12-19,4,12399,אלקטרוניקה מערכות USR
5338,Team Leader,2018-12-19,4,32000,מדידה מכשירי נובה
5339,Java Programmer,2018-12-19,0,15000,מיקרוסופט
5340,Web Programmer,2018-12-19,2,16000,סרויסוויז
5341,C# Programmer,2018-12-18,0,8000,פלוס אופטימל
5342,C# Programmer,2018-12-18,5,21000,רוסלר
5343,C# Programmer,2018-12-18,1,14000,TSG
5344,Software Engineer,2018-12-18,5,29750,מטיריאלס אפלייד
5345,Software Student,2018-12-17,0,5000,אינטל
5346,Sysadmin Windows,2018-12-17,2,15300,פנמסופט
5347,Software Student,2018-12-17,2,8000,יבמ - טראסטיר
5348,C Programmer,2018-12-17,0,15000,צ'קפוינט
5349,Cyber Security,2018-12-17,0,5555,פלקס
5350,Cyber Security,2018-12-17,5,20000,אקאמאי
5351,Algorithms Developer,2018-12-17,2,16000,מטריקס
5352,Web Programmer,2018-12-17,1,16000,וובפאלס קבוצת
5353,Web Programmer,2018-12-17,11,27500,מידע טכנולוגיות הראל
5354,Cyber Security,2018-12-17,1,3000,גבע יואל
5355,Sysadmin Windows,2018-12-17,3,7000,מטריקס
5356,Team Leader,2018-12-17,10,28000,סיינס לייף אדוורד
5357,C Programmer,2018-12-17,3,7000,סינטקמדיה
5358,.NET,2018-12-16,2,10000,אינטל
5359,Software Engineer,2018-12-16,5,32000,אינפינידט
5360,Java Programmer,2018-12-16,11,18000,אמדוקס
5361,Software Engineer,2018-12-16,3,9300,"צה""ל"
5362,Sysadmin Windows,2018-12-16,2,13500,כסף תכשיטי מגנוליה קב'
5363,C Programmer,2018-12-16,0,12500,סינטקמדיה
5364,Software Student,2018-12-16,1,14400,אינטל
5365,Team Leader,2018-12-16,8,35000,דל
5366,Software Engineer,2018-12-16,8,30000,מדיקל אורנים
5367,C Programmer,2018-12-16,0,14000,סאפיאנס
5368,Team Leader,2018-12-16,5,29000,צ'קפוינט
5369,Cyber Security,2018-12-16,0,5000,אווירית תעשייה
5370,Software Engineer,2018-12-13,6,34000,אינטל
5371,Team Leader,2018-12-13,11,38000,Group DSP
5372,Cyber Security,2018-12-13,6,18000,"צה""ל"
5373,Python Programmer,2018-12-13,2,20000,צ'קפוינט
5374,Team Leader,2018-12-13,2,22000,סאפ
5375,DevOps,2018-12-12,6,22333,לייבפרסון
5376,Software Engineer,2018-12-12,10,31000,דל
5377,C# Programmer,2018-12-12,3,14000,לימיטיד אינטקס
5378,C Programmer,2018-12-12,2,6100,סינטקמדיה
5379,Software Student,2018-12-12,3,2000,"צה""ל"
5380,Python Programmer,2018-12-12,3,17000,טקפייננשלס
5381,DevOps,2018-12-12,1,12000,PTC
5382,Software Student,2018-12-12,0,6500,רפאל
5383,Software Engineer,2018-12-12,3,23000,אינטל
5384,C# Programmer,2018-12-12,5,15500,תוכנה סיסנת
5385,Web Programmer,2018-12-12,5,16000,אינטלג'נס נטורל
5386,C# Programmer,2018-12-12,2,18000,מלם-תים
5387,DevOps,2018-12-12,2,20000,פלאפון
5388,Software Engineer,2018-12-12,6,12500,בזק
5389,Web Programmer,2018-12-12,5,12000,GTH
5390,Software Student,2018-12-12,1,6000,אווירית תעשייה
5391,C# Programmer,2018-12-12,5,13000,בי.אם.סי
5392,Cyber Security,2018-12-11,5,30000,יבמ - טראסטיר
5393,C Programmer,2018-12-11,2,16000,צ'קפוינט
5394,Web Programmer,2018-12-11,8,18000,הפועלים בנק
5395,Software Engineer,2018-12-11,11,31000,נטוורקס סרגון
5396,Software Student,2018-12-11,0,5600,אינטל
5397,.NET,2018-12-11,3,13500,גן רמת עיריית
5398,Software Engineer,2018-12-11,2,16700,dbMotion
5399,C Programmer,2018-12-11,3,15500,אלקטריק ג'נרל
5400,Sysadmin Windows,2018-12-11,2,9000,מלאנוקס
5401,Software Student,2018-12-09,2,6000,אינטל
5402,C# Programmer,2018-12-09,4,25000,לייבפרסון
5403,Mobile Programmer,2018-12-09,3,19500,וונאג
5404,Software Engineer,2018-12-09,4,24500,סימנס
5405,Team Leader,2018-12-09,4,18000,מערכות תעש
5406,Software Engineer,2018-12-09,3,15000,מטריקס
5407,Web Programmer,2018-12-09,2,5300,איצ טי אר גי
5408,C Programmer,2018-12-09,5,31000,דל
5409,C Programmer,2018-12-09,7,35000,אקסטרימיו
5410,Web Programmer,2018-12-09,5,17000,לאומי בנק
5411,Software Engineer,2018-12-09,11,28000,מוטורולה
5412,Cyber Security,2018-12-09,5,25000,הפועלים בנק
5413,C Programmer,2018-12-09,3,17500,אמדוקס
5414,Web Programmer,2018-12-09,3,15000,ניאוגיימס
5415,Database Administrator,2018-12-09,8,28000,טבע
5416,Java Programmer,2018-12-09,0,8500,טק לולה
5417,Java Programmer,2018-12-09,5,23000,נטוורקס סימנס נוקיה
5418,Cyber Security,2018-12-09,8,16000,מערכות תעש
5419,Software Student,2018-12-09,0,8500,נייס
5420,C Programmer,2018-12-09,2,18000,סנטריטי
5421,Software Engineer,2018-12-09,3,21000,קורפוטוניקס
5422,Database Administrator,2018-12-08,11,26500,ליבריס אקס
5423,C Programmer,2018-12-08,7,12000,סינטקמדיה
5424,C# Programmer,2018-12-08,5,18000,זאפ קבוצת
5425,Python Programmer,2018-12-08,0,15000,מלאנוקס
5426,Java Programmer,2018-12-08,2,8100,סינטקמדיה
5427,C# Programmer,2018-12-08,0,7500,מערכות אלעד
5428,C# Programmer,2018-12-08,5,27000,דיימנשנס קליק
5429,Software Engineer,2018-12-08,1,19000,צ'קפוינט
5430,Software Engineer,2018-12-08,3,30000,אמזון
5431,Algorithms Developer,2018-12-08,3,15000,אמדוקס
5432,C Programmer,2018-12-08,0,8500,"צה""ל"
5433,Team Leader,2018-12-08,11,25000,ארליסנס
5434,DevOps,2018-12-08,1,7000,שונרא
5435,C# Programmer,2018-12-08,9,21000,סופרדריבטיבס
5436,Software Engineer,2018-12-07,10,35000,אינטל
5437,Sysadmin Windows,2018-12-07,4,15000,מיקרוסופט
5438,C Programmer,2018-12-07,8,27000,צ'קפוינט
5439,C Programmer,2018-12-07,10,25000,ווטרפול
5440,Software Engineer,2018-12-07,10,23000,אווירית תעשייה
5441,Database Administrator,2018-12-07,7,20000,מטריקס
5442,Cyber Security,2018-12-07,1,12000,רפאל
5443,C# Programmer,2018-12-07,0,13000,צ'קפוינט
5444,Software Student,2018-12-07,0,5000,אינטל
5445,C# Programmer,2018-12-07,6,10000,אס אי קיו
5446,Software Engineer,2018-12-06,2,20000,צ'קפוינט
5447,Software Engineer,2018-12-06,1,18000,EMC
5448,.NET,2018-12-06,0,2000,המיסים רשות
5449,Mobile Programmer,2018-12-06,0,12000,אנאטל
5450,Software Engineer,2018-12-06,2,26000,אינטל
5451,Software Engineer,2018-12-06,0,16000,אומגה אלפא
5452,Java Programmer,2018-12-06,1,26000,פייפל
5453,DevOps,2018-12-06,2,14000,בטיחות תעשיות JSH
5454,Web Programmer,2018-12-06,3,17400,פאנזינג
5455,.NET,2018-12-06,11,16500,מערכות גב
5456,Java Programmer,2018-12-06,3,15000,DNHEY
5457,Web Programmer,2018-12-06,0,10000,אמדוקס
5458,.NET,2018-12-06,7,15000,קלורן
5459,Python Programmer,2018-12-06,3,18000,סיטיבנק
5460,Algorithms Developer,2018-12-06,5,30000,ראיה טכנולוגיות מובילאיי
5461,C Programmer,2018-12-06,4,20000,מערכות אלתא
5462,Cyber Security,2018-12-06,1,4500,אבטחה פתרונות G4S
5463,Software Engineer,2018-12-04,3,23000,סימיגון
5464,Cyber Security,2018-12-04,2,14000,קומסק
5465,C Programmer,2018-12-04,3,24000,אורפק
5466,C# Programmer,2018-12-04,0,19000,גרפיקס מנטור
5467,Web Programmer,2018-12-02,0,9000,Bit MS
5468,Mobile Programmer,2018-12-02,2,15000,GetTaxi
5469,Cyber Security,2018-12-02,3,23000,יונילינק
5470,Java Programmer,2018-12-02,2,26000,קומברס
5471,Java Programmer,2018-12-02,3,8000,לידרז
5472,Web Programmer,2018-11-29,0,13000,הירולו
5473,Web Programmer,2018-11-29,0,21000,מדלן
5474,Team Leader,2018-11-29,0,4500,לאומי בנק
5475,Web Programmer,2018-11-29,3,19000,דוולור
5476,Java Programmer,2018-11-29,5,21000,אמדוקס
5477,.NET,2018-11-29,5,18500,מלם-תים
5478,C# Programmer,2018-11-29,3,10000,איירוקס
5479,DevOps,2018-11-28,1,20000,אינטל
5480,C# Programmer,2018-11-28,4,19000,סלע
5481,Cyber Security,2018-11-28,3,18000,דלויט
5482,Team Leader,2018-11-28,6,30000,ספיאנס
5483,Web Programmer,2018-11-27,5,17500,מטריקס
5484,Mobile Programmer,2018-11-27,3,16000,eWave
5485,C# Programmer,2018-11-27,1,15000,מלם-תים
5486,Sysadmin Windows,2018-11-27,10,21000,פוינטר
5487,Algorithms Developer,2018-11-27,11,32000,קודאק
5488,C# Programmer,2018-11-26,2,12500,"שע""ם - ממוכנים עיבודים שירות"
5489,.NET,2018-11-26,10,25500,ורינט
5490,Software Student,2018-11-26,0,8000,אודיוקודס
5491,Software Engineer,2018-11-26,6,23000,רד
5492,Software Student,2018-11-26,0,5000,מידע מערכות תמורה
5493,C# Programmer,2018-11-26,3,17000,Coolvision
5494,C# Programmer,2018-11-25,0,7000,מערכות אלעד
5495,Software Engineer,2018-11-25,4,30000,סמסונג
5496,C# Programmer,2018-11-25,1,16000,ג'נריקס
5497,Software Engineer,2018-11-25,3,25000,סייסנס
5498,Software Student,2018-11-25,0,8000,אביב תל אוניברסיטת
5499,Java Programmer,2018-11-25,10,30000,מוויקס
5500,C# Programmer,2018-11-25,1,17000,נייס
5501,Software Engineer,2018-11-25,1,14500,מלאנוקס
5502,Team Leader,2018-11-25,7,31500,סיווה
5503,Software Student,2018-11-25,9,2880,אלקטריק ג'נרל
5504,.NET,2018-11-25,10,25000,מטריקס
5505,Python Programmer,2018-11-25,3,16000,אדג' סולאר
5506,C# Programmer,2018-11-25,2,16000,סילבר.נט
5507,Web Programmer,2018-11-25,2,11000,מרקט דיגיטל
5508,Software Engineer,2018-11-22,2,20000,אינטל
5509,Sysadmin Windows,2018-11-22,6,10800,קמהדע
5510,Web Programmer,2018-11-22,5,6000,ווביט
5511,.NET,2018-11-22,5,28000,מיקרוסופט
5512,C# Programmer,2018-11-22,0,4800,מטריקס
5513,Web Programmer,2018-11-22,2,11500,טכנולוגיות טק קורן
5514,Linux,2018-11-22,10,19500,ויצמן מכון
5515,Team Leader,2018-11-21,11,22000,אקספריס
5516,Team Leader,2018-11-21,7,29000,קיו טופ
5517,Database Administrator,2018-11-21,5,15000,תקשוב
5518,Team Leader,2018-11-21,2,7000,אחווה מכללת
5519,C# Programmer,2018-11-21,2,21300,ישראל סירס
5520,Java Programmer,2018-11-21,0,6500,מחשבים טלקוד
5521,C Programmer,2018-11-21,4,23000,מוטורולה
5522,Java Programmer,2018-11-21,2,25000,אינטל
5523,Web Programmer,2018-11-20,6,18000,טי איי ג'י אס טי
5524,Algorithms Developer,2018-11-20,1,12000,פארדיגם
5525,Software Engineer,2018-11-20,9,26000,סנדיסק
5526,PHP,2018-11-20,3,17000,היפוטק
5527,DevOps,2018-11-20,2,20000,Wix
5528,Algorithms Developer,2018-11-20,0,27000,הקסגון
5529,DevOps,2018-11-20,0,6000,אינטל
5530,.NET,2018-11-20,5,12950,המיסים רשות
5531,Software Engineer,2018-11-19,11,25000,אווירית תעשייה
5532,Database Administrator,2018-11-19,11,24000,כללית חולים קופת
5533,Software Engineer,2018-11-19,0,12000,סקינדו
5534,Team Leader,2018-11-19,5,20000,טבע
5535,Team Leader,2018-11-19,6,10000,טבע
5536,C Programmer,2018-11-19,2,22000,צ'קפוינט
5537,DevOps,2018-11-19,3,7200,"צה""ל"
5538,Software Engineer,2018-11-19,11,40000,אינטל
5539,C# Programmer,2018-11-19,3,15000,החינוך משרד
5540,Cyber Security,2018-11-19,0,13000,ישראל משטרת
5541,Web Programmer,2018-11-19,0,13000,אמדוקס
5542,Software Engineer,2018-11-19,2,25000,בידאלגו
